title,id,language,ontologyId,address,position,access,distance,categories,foodTypes,references,contacts,openingHours,province
Anachak Restaurant & Sky Bar,here:pds:place:116w63u5-45b994b837ee44e4b610bd7b05fb8f6c,en,here:cm:ontology:restaurant,"{'label': 'Anachak Restaurant & Sky Bar, 171201 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ស្លក្រាម', 'postalCode': '171201'}","{'lat': 13.37538, 'lng': 103.86972}","[{'lat': 13.37535, 'lng': 103.86985}]",22022,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}]","[{'id': '101-002', 'name': 'American - Southwestern', 'primary': True}, {'id': '200-000', 'name': 'Asian'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '14045226'}]","[{'phone': [{'value': '+85599808181'}], 'www': [{'value': 'http://www.anachakangkor.com'}]}]","[{'text': ['Mon-Sun: 06:30 - 21:00'], 'isOpen': True, 'structured': [{'start': 'T063000', 'duration': 'PT14H30M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",Siem Reap
Butterflies Garden Restaurant,here:pds:place:116w63u5-9b7a02f3abfc48a19713d0ee3abaa7ee,en,here:cm:ontology:restaurant,"{'label': 'Butterflies Garden Restaurant, 171201 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ស្លក្រាម', 'postalCode': '171201'}","{'lat': 13.36689, 'lng': 103.87736}","[{'lat': 13.36691, 'lng': 103.87722}]",22205,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}]","[{'id': '200-000', 'name': 'Asian', 'primary': True}, {'id': '256-000', 'name': 'Cambodian'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '17551103'}]","[{'phone': [{'value': '+85511571771'}], 'www': [{'value': 'http://www.butterflygardenrestaurant.com'}]}]","[{'text': ['Mon-Sun: 09:00 - 21:00'], 'isOpen': True, 'structured': [{'start': 'T090000', 'duration': 'PT12H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",Siem Reap
La Couleur du the,here:pds:place:116aabd1-63bfd3c3fc6f0e2b5328e5cd3b6dc4df,en,here:cm:ontology:restaurant,"{'label': 'La Couleur du the, 171201 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ស្លក្រាម', 'postalCode': '171201'}","{'lat': 13.37504, 'lng': 103.86705}","[{'lat': 13.37508, 'lng': 103.86692}]",22244,"[{'id': '100-1000-0006', 'name': 'Deli', 'primary': True}, {'id': '100-1000-0000', 'name': 'Restaurant'}]","[{'id': '300-000', 'name': 'European', 'primary': True}, {'id': '301-000', 'name': 'French'}, {'id': '800-064', 'name': 'International'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '9715581'}]","[{'phone': [{'value': '+85595599732'}], 'www': [{'value': 'http://www.facebook.com/lacouleurduthe'}]}]","[{'text': ['Tue-Sun: 08:30 - 19:00'], 'isOpen': True, 'structured': [{'start': 'T083000', 'duration': 'PT10H30M', 'recurrence': 'FREQ:DAILY;BYDAY:TU,WE,TH,FR,SA,SU'}]}]",Siem Reap
Phum Trang Restaurant,here:pds:place:116w63u5-624405b7250b42da9cd79bfcfcf60246,en,here:cm:ontology:restaurant,"{'label': 'Phum Trang Restaurant, ផ្លូវ សម្តេចវិបុលបញ្ញា សុខ អាន, 171201 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ស្លក្រាម', 'street': 'ផ្លូវ សម្តេចវិបុលបញ្ញា សុខ អាន', 'postalCode': '171201'}","{'lat': 13.37587, 'lng': 103.86604}","[{'lat': 13.376, 'lng': 103.86604}]",22251,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}]","[{'id': '200-000', 'name': 'Asian', 'primary': True}, {'id': '256-000', 'name': 'Cambodian'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '15581979'}]","[{'phone': [{'value': '+85587578888'}], 'www': [{'value': 'http://www.phumtraing.com'}]}]","[{'text': ['Mon-Sun: 06:00 - 23:00'], 'isOpen': True, 'structured': [{'start': 'T060000', 'duration': 'PT17H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",Siem Reap
Tropic Cafe,here:pds:place:116w63u5-ec11a31f14c544a4985805fc5180d58d,en,here:cm:ontology:restaurant,"{'label': 'Tropic Cafe, ផ្លូវ សម្តេចវិបុលបញ្ញា សុខ អាន, 171201 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ស្លក្រាម', 'street': 'ផ្លូវ សម្តេចវិបុលបញ្ញា សុខ អាន', 'postalCode': '171201'}","{'lat': 13.37587, 'lng': 103.866}","[{'lat': 13.376, 'lng': 103.866}]",22254,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}, {'id': '100-1000-0001', 'name': 'Casual Dining'}]","[{'id': '200-000', 'name': 'Asian', 'primary': True}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '15529000'}]","[{'phone': [{'value': '+85512278889', 'categories': [{'id': '100-1000-0001'}]}, {'value': '+855769789289'}]}]","[{'categories': [{'id': '100-1000-0000'}], 'text': ['Mon-Sun: 06:00 - 22:00'], 'isOpen': True, 'structured': [{'start': 'T060000', 'duration': 'PT16H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",Siem Reap
Theng's Family,here:pds:place:116w63u5-7f31ea7d8dac68c6d9cfcdb55f6de8f9,en,here:cm:ontology:restaurant,"{'label': ""Theng's Family, 171201 សៀមរាប, កម្ពុជា"", 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ស្លក្រាម', 'postalCode': '171201'}","{'lat': 13.37692, 'lng': 103.86468}","[{'lat': 13.37679, 'lng': 103.86467}]",22266,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}]","[{'id': '200-000', 'name': 'Asian', 'primary': True}, {'id': '256-000', 'name': 'Cambodian'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '25403110'}]",[{'phone': [{'value': '+85512936779'}]}],"[{'text': ['Mon-Sun: 10:00 - 22:00'], 'isOpen': True, 'structured': [{'start': 'T100000', 'duration': 'PT12H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",Siem Reap
ភូមិនំបញ្ចុក,here:pds:place:116w63u5-221aa470e84c434e8d94330c4d579eeb,km,here:cm:ontology:restaurant,"{'label': 'ភូមិនំបញ្ចុក, 171201 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ស្លក្រាម', 'postalCode': '171201'}","{'lat': 13.37477, 'lng': 103.86616}","[{'lat': 13.3747, 'lng': 103.86628}]",22332,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}]","[{'id': '256-000', 'name': 'Cambodian', 'primary': True}, {'id': '200-000', 'name': 'Asian'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '19732523'}]",[{'phone': [{'value': '+85512487992'}]}],"[{'text': ['ច័ន្ទ-សុក្រ, អាទិត្យ: 06:00 - 20:00', 'សៅរ៍: 06:00 - 18:00'], 'isOpen': True, 'structured': [{'start': 'T060000', 'duration': 'PT14H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SU'}, {'start': 'T060000', 'duration': 'PT12H00M', 'recurrence': 'FREQ:DAILY;BYDAY:SA'}]}]",Siem Reap
Santa Clara Hotel Restaurant,here:pds:place:116aabd1-60032175475d0593da9449afe698d0d7,en,here:cm:ontology:restaurant,"{'label': 'Santa Clara Hotel Restaurant, 171201 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ស្លក្រាម', 'postalCode': '171201'}","{'lat': 13.3745, 'lng': 103.86598}","[{'lat': 13.37443, 'lng': 103.8661}]",22367,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}]","[{'id': '200-000', 'name': 'Asian', 'primary': True}, {'id': '800-064', 'name': 'International'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '7374033'}]","[{'phone': [{'value': '+85589385715'}], 'www': [{'value': 'http://www.santaclaracambodia.com'}]}]","[{'text': ['Mon-Sun: 07:00 - 21:00'], 'isOpen': True, 'structured': [{'start': 'T070000', 'duration': 'PT14H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",Siem Reap
Madame Pizza,here:pds:place:116w63u5-cb3fb2927c714b2ab0e5f3d8c579a35d,en,here:cm:ontology:restaurant,"{'label': 'Madame Pizza, 171203 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'គោកចក', 'postalCode': '171203'}","{'lat': 13.37971, 'lng': 103.85953}","[{'lat': 13.37973, 'lng': 103.85939}]",22431,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}]","[{'id': '800-057', 'name': 'Pizza', 'primary': True}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '16693197'}]","[{'phone': [{'value': '+85517974766'}], 'www': [{'value': 'http://Madamepizza.com'}]}]","[{'text': ['Mon-Sun: 08:00 - 22:00'], 'isOpen': True, 'structured': [{'start': 'T080000', 'duration': 'PT14H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",Siem Reap
Korko1979 Restaurant,here:pds:place:116w63u5-5631f051904839f19f4f240523ac614a,en,here:cm:ontology:restaurant,"{'label': 'Korko1979 Restaurant, 171203 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'គោកចក', 'postalCode': '171203'}","{'lat': 13.37885, 'lng': 103.86}","[{'lat': 13.37883, 'lng': 103.86014}]",22463,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}]","[{'id': '200-000', 'name': 'Asian', 'primary': True}, {'id': '256-000', 'name': 'Cambodian'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '26552217'}, {'supplier': {'id': 'tripadvisor'}, 'id': '26552300'}]","[{'phone': [{'value': '+85512660052'}], 'www': [{'value': 'www.korkorestaurant.com'}]}]","[{'text': ['Mon-Sun: 10:00 - 22:30'], 'isOpen': True, 'structured': [{'start': 'T100000', 'duration': 'PT12H30M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",Siem Reap
Reahoo Restaurant,here:pds:place:116w63u5-dfcba33fbbd749faba281aecf1c77c3f,en,here:cm:ontology:restaurant,"{'label': 'Reahoo Restaurant, 171201 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ស្លក្រាម', 'postalCode': '171201'}","{'lat': 13.37376, 'lng': 103.86303}","[{'lat': 13.37368, 'lng': 103.86314}]",22644,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}]","[{'id': '200-000', 'name': 'Asian', 'primary': True}, {'id': '211-000', 'name': 'Indonesian'}, {'id': '256-000', 'name': 'Cambodian'}, {'id': '304-000', 'name': 'Italian'}, {'id': '800-064', 'name': 'International'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '12595334'}]","[{'phone': [{'value': '+85563760581'}], 'www': [{'value': 'http://www.montranivesha.com/dine'}]}]","[{'text': ['Mon-Sun: 06:00 - 23:00'], 'isOpen': True, 'structured': [{'start': 'T060000', 'duration': 'PT17H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",Siem Reap
Upper Deck,here:pds:place:116w63gg-849702f494904065aaa834f0101a97b2,en,here:cm:ontology:restaurant,"{'label': 'Upper Deck, 171204 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សាលាកម្រើក', 'postalCode': '171204'}","{'lat': 13.35881, 'lng': 103.88137}","[{'lat': 13.3588, 'lng': 103.88151}]",22651,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}, {'id': '200-2000-0011', 'name': 'Bar or Pub'}]","[{'id': '800-078', 'name': 'Grill', 'primary': True}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '19650668'}]","[{'phone': [{'value': '+85563968888'}], 'www': [{'value': 'http://www.courtyardsiemreap.com'}]}]","[{'text': ['Mon-Sun: 17:00 - 24:00'], 'isOpen': False, 'structured': [{'start': 'T170000', 'duration': 'PT07H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",Siem Reap
Mahob Khmer Cuisine,here:pds:place:116aabd1-4f02afcb3c120b9ad8adec811a545b8d,en,here:cm:ontology:restaurant,"{'label': 'Mahob Khmer Cuisine, 171201 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ស្លក្រាម', 'postalCode': '171201'}","{'lat': 13.37373, 'lng': 103.86258}","[{'lat': 13.37382, 'lng': 103.86268}]",22680,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}]","[{'id': '200-000', 'name': 'Asian', 'primary': True}, {'id': '256-000', 'name': 'Cambodian'}, {'id': '800-078', 'name': 'Grill'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '6989028'}]","[{'phone': [{'value': '+85512926562'}, {'value': '+85563966986'}], 'www': [{'value': 'http://www.mahobkhmer.com'}]}]","[{'text': ['Mon-Sun: 11:30 - 22:30'], 'isOpen': True, 'structured': [{'start': 'T113000', 'duration': 'PT11H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",Siem Reap
Lok Lak,here:pds:place:116w63gg-4b45e1f4b70f42c29a044297350a4841,en,here:cm:ontology:restaurant,"{'label': 'Lok Lak, 171204 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សាលាកម្រើក', 'postalCode': '171204'}","{'lat': 13.35812, 'lng': 103.8813}","[{'lat': 13.35811, 'lng': 103.88144}]",22717,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}]","[{'id': '200-000', 'name': 'Asian', 'primary': True}, {'id': '256-000', 'name': 'Cambodian'}, {'id': '800-064', 'name': 'International'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '15028409'}]","[{'phone': [{'value': '+85563968888'}], 'www': [{'value': 'http://www.marriott.com/hotels/hotel-information/restaurant/repcy-courtyard-siem-reap-resort'}]}]","[{'text': ['Mon-Sun: 06:00 - 22:00'], 'isOpen': True, 'structured': [{'start': 'T060000', 'duration': 'PT16H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",Siem Reap
Lava Restaurant,here:pds:place:116aabd1-2ccb4ead215506bdfc3215fdafa4ede6,en,here:cm:ontology:restaurant,"{'label': 'Lava Restaurant, 171201 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ស្លក្រាម', 'postalCode': '171201'}","{'lat': 13.37134, 'lng': 103.86424}","[{'lat': 13.37139, 'lng': 103.86411}]",22753,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}]","[{'id': '200-000', 'name': 'Asian', 'primary': True}, {'id': '256-000', 'name': 'Cambodian'}, {'id': '800-064', 'name': 'International'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '7284326'}]",[{'phone': [{'value': '+85512249106'}]}],"[{'text': ['Mon-Sun: 07:00 - 22:30'], 'isOpen': True, 'structured': [{'start': 'T070000', 'duration': 'PT15H30M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",Siem Reap
Art Shadow Restaurant,here:pds:place:116w63u5-6c0274346fe94b95bda6773ee114bbb7,en,here:cm:ontology:restaurant,"{'label': 'Art Shadow Restaurant, 171201 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ស្លក្រាម', 'postalCode': '171201'}","{'lat': 13.37148, 'lng': 103.86399}","[{'lat': 13.37143, 'lng': 103.86412}]",22760,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}]","[{'id': '200-000', 'name': 'Asian', 'primary': True}, {'id': '256-000', 'name': 'Cambodian'}, {'id': '800-064', 'name': 'International'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '15187864'}]",[{'phone': [{'value': '+85515407555'}]}],"[{'text': ['Mon-Sun: 11:00 - 23:00'], 'isOpen': True, 'structured': [{'start': 'T110000', 'duration': 'PT12H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",Siem Reap
Restaurant Pierre Loti,here:pds:place:116aabd1-a2bec293315b0ad63c74bd79c66797c3,en,here:cm:ontology:restaurant,"{'label': 'Restaurant Pierre Loti, 171201 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ស្លក្រាម', 'postalCode': '171201'}","{'lat': 13.37109, 'lng': 103.86383}","[{'lat': 13.37104, 'lng': 103.86396}]",22804,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}]","[{'id': '200-000', 'name': 'Asian', 'primary': True}, {'id': '256-000', 'name': 'Cambodian'}, {'id': '800-064', 'name': 'International'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '5772738'}]","[{'phone': [{'value': '+85563963879'}], 'www': [{'value': 'http://www.resortlavillaloti.com/en/la-villa-loti/restaurant-bar'}]}]","[{'text': ['Mon-Sun: 06:30 - 21:30'], 'isOpen': True, 'structured': [{'start': 'T063000', 'duration': 'PT15H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",Siem Reap
Chandara,here:pds:place:116w63u3-d9da99b47d85488fb3586d53f0c8c9f4,en,here:cm:ontology:restaurant,"{'label': 'Chandara, 170602 ពួក, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'ពួក', 'district': 'ដូនកែវ', 'postalCode': '170602'}","{'lat': 13.44666, 'lng': 103.78897}","[{'lat': 13.44653, 'lng': 103.78898}]",79746,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}]","[{'id': '200-000', 'name': 'Asian', 'primary': True}, {'id': '256-000', 'name': 'Cambodian'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '7657962'}]","[{'phone': [{'value': '+85512225708'}], 'www': [{'value': 'http://villachandara.com'}]}]","[{'text': ['Mon-Sun: 15:30 - 21:30'], 'isOpen': True, 'structured': [{'start': 'T153000', 'duration': 'PT06H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",Siem Reap
Monyharch Restaurant,here:pds:place:116w63u2-97a32641246ec7dcf1a39fb9804f5105,en,here:cm:ontology:restaurant,"{'label': 'Monyharch Restaurant, 170609 ពួក, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'ពួក', 'district': 'ពួក', 'postalCode': '170609'}","{'lat': 13.4345, 'lng': 103.73565}","[{'lat': 13.43453, 'lng': 103.73579}]",81501,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}]","[{'id': '200-000', 'name': 'Asian', 'primary': True}, {'id': '256-000', 'name': 'Cambodian'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '25147475'}]",[{'phone': [{'value': '+85593583689'}]}],"[{'text': ['Mon-Sun: 14:00 - 23:00'], 'isOpen': True, 'structured': [{'start': 'T140000', 'duration': 'PT09H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",Siem Reap
Taste of Asia,here:pds:place:116w63u6-95061b71846a44df8ac2343f9599a3c2,en,here:cm:ontology:restaurant,"{'label': 'Taste of Asia, 171211 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ទឹកវិល', 'postalCode': '171211'}","{'lat': 13.40631, 'lng': 103.81401}","[{'lat': 13.40621, 'lng': 103.8141}]",84183,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}]","[{'id': '200-000', 'name': 'Asian', 'primary': True}, {'id': '201-000', 'name': 'Chinese'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '13003738'}]","[{'phone': [{'value': '+85516882108'}], 'www': [{'value': 'http://www.sajibumi.com'}]}]","[{'text': ['Mon-Sun: 06:00 - 24:00'], 'isOpen': True, 'structured': [{'start': 'T060000', 'duration': 'PT18H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",Siem Reap
Watchork Cafe & Restaurant,here:pds:place:116w63u1-3da51d07dad55f946ecbdf7caa858623,en,here:cm:ontology:restaurant,"{'label': 'Watchork Cafe & Restaurant, 171211 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ទឹកវិល', 'postalCode': '171211'}","{'lat': 13.39169, 'lng': 103.79874}","[{'lat': 13.39162, 'lng': 103.79886}]",85826,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}]","[{'id': '200-000', 'name': 'Asian', 'primary': True}, {'id': '256-000', 'name': 'Cambodian'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '23158065'}]","[{'phone': [{'value': '+85593942020'}], 'www': [{'value': 'http://watchorkcafe.epizy.com'}]}]","[{'text': ['Mon-Sun: 06:00 - 22:00'], 'isOpen': True, 'structured': [{'start': 'T060000', 'duration': 'PT16H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",Siem Reap
Le Jardin des Delices,here:pds:place:116aabd1-66f977e9591308a1a9d06b6e791bf278,en,here:cm:ontology:restaurant,"{'label': 'Le Jardin des Delices, 171210 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ស្រងែ', 'postalCode': '171210'}","{'lat': 13.38484, 'lng': 103.82417}","[{'lat': 13.38497, 'lng': 103.82413}]",86575,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}]","[{'id': '200-000', 'name': 'Asian', 'primary': True}, {'id': '256-000', 'name': 'Cambodian'}, {'id': '300-000', 'name': 'European'}, {'id': '301-000', 'name': 'French'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '1509288'}]","[{'phone': [{'value': '+85589629398'}], 'www': [{'value': 'http://ecolepauldubrule.org/training-restaurant'}]}]","[{'text': ['Tue-Fri: 12:00 - 14:00'], 'isOpen': False, 'structured': [{'start': 'T120000', 'duration': 'PT02H00M', 'recurrence': 'FREQ:DAILY;BYDAY:TU,WE,TH,FR'}]}]",Siem Reap
Mekhala Restaurant,here:pds:place:116w63u4-2d921768c72148e4a576a2935e2addd2,en,here:cm:ontology:restaurant,"{'label': 'Mekhala Restaurant, 171202 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ស្វាយដង្គំ', 'postalCode': '171202'}","{'lat': 13.37722, 'lng': 103.84251}","[{'lat': 13.37715, 'lng': 103.84263}]",87467,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}]","[{'id': '200-000', 'name': 'Asian', 'primary': True}, {'id': '256-000', 'name': 'Cambodian'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '12926274'}]","[{'phone': [{'value': '+85587206777'}], 'www': [{'value': 'http://www.anjalihotel.com'}]}]","[{'text': ['Mon-Sun: 06:00 - 23:00'], 'isOpen': True, 'structured': [{'start': 'T060000', 'duration': 'PT17H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",Siem Reap
Chi Restaurant & Bar,here:pds:place:116w63u4-3b47f4ee1b394187988447ee2f5bb669,en,here:cm:ontology:restaurant,"{'label': 'Chi Restaurant & Bar, អេអេច21, 171202 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ស្វាយដង្គំ', 'street': 'អេអេច21', 'postalCode': '171202'}","{'lat': 13.37656, 'lng': 103.83382}","[{'lat': 13.37667, 'lng': 103.8339}]",87514,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}]","[{'id': '200-000', 'name': 'Asian', 'primary': True}, {'id': '256-000', 'name': 'Cambodian'}, {'id': '800-064', 'name': 'International'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '12010910'}]","[{'phone': [{'value': '+85563966788'}], 'www': [{'value': 'https://geckodigital.co/vt/anantaraangkor/?ss=scene_chirestaurant'}]}]","[{'text': ['Mon-Sun: 06:00 - 22:00'], 'isOpen': True, 'structured': [{'start': 'T060000', 'duration': 'PT16H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",Siem Reap
