title,id,language,ontologyId,address,position,access,distance,categories,foodTypes,references,contacts,openingHours,province
វត្តមង្គលសិរីគៀនឃ្លាំង,here:pds:place:116w649f-a347ce159166ad6c9a79e589b2cecaab,km,here:cm:ontology:temple,"{'label': 'វត្តមង្គលសិរីគៀនឃ្លាំង, 120408 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'ទួលគោក', 'subdistrict': 'បឹងកក់ទី ពីរ', 'postalCode': '120408'}","{'lat': 11.57759, 'lng': 104.89357}","[{'lat': 11.57759, 'lng': 104.89357}]",3390,"[{'id': '300-3200-0031', 'name': 'Temple', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1232152502'}]",Not Available,Not Available,Phnom Penh
វត្ត ភឿក ឡុង,here:pds:place:116w649f-75f86401f546bafc3678de525911be4d,km,here:cm:ontology:temple,"{'label': 'វត្ត ភឿក ឡុង, ផ្លូវ 315, 120408 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'ទួលគោក', 'subdistrict': 'បឹងកក់ទី ពីរ', 'street': 'ផ្លូវ 315', 'postalCode': '120408'}","{'lat': 11.57837, 'lng': 104.89368}","[{'lat': 11.57814, 'lng': 104.89394}]",3430,"[{'id': '300-3200-0031', 'name': 'Temple', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1232249500'}]",Not Available,Not Available,Phnom Penh
វត្តចាក់អង្រែលើ,here:pds:place:116w649f-098e8dc80534897e619e46f79af06f56,km,here:cm:ontology:temple,"{'label': 'វត្តចាក់អង្រែលើ, ផ្លូវ 132, 120404 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'ទួលគោក', 'subdistrict': 'ទឹកល្អក់ទី មួយ', 'street': 'ផ្លូវ 132', 'postalCode': '120404'}","{'lat': 11.56588, 'lng': 104.89617}","[{'lat': 11.56601, 'lng': 104.89615}]",3504,"[{'id': '300-3200-0031', 'name': 'Temple', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1232255099'}]",Not Available,Not Available,Phnom Penh
វត្តចាក់អង្រែក្រោម,here:pds:place:116w649f-9f8fca014dc1faf04c85e3202c2c3fa9,km,here:cm:ontology:temple,"{'label': 'វត្តចាក់អង្រែក្រោម, ផ្លូវ 257, 120405 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'ទួលគោក', 'subdistrict': 'ទឹកល្អក់ទី ពីរ', 'street': 'ផ្លូវ 257', 'postalCode': '120405'}","{'lat': 11.56325, 'lng': 104.89603}","[{'lat': 11.56327, 'lng': 104.89617}]",3519,"[{'id': '300-3200-0031', 'name': 'Temple', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1232266248'}]",Not Available,Not Available,Phnom Penh
វត្តក្រាំងធ្នង់,here:pds:place:116w649f-b176ad06a15361c382d8e93e3cb710c8,km,here:cm:ontology:temple,"{'label': 'វត្តក្រាំងធ្នង់, វិថី ឧកញ៉ាម៉ុងឫទ្ធី, 120801 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'សែនសុខ', 'subdistrict': 'ភ្នំពេញថ្មី', 'street': 'វិថី ឧកញ៉ាម៉ុងឫទ្ធី', 'postalCode': '120801'}","{'lat': 11.59024, 'lng': 104.88699}","[{'lat': 11.59051, 'lng': 104.88697}]",3524,"[{'id': '300-3200-0031', 'name': 'Temple', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1232259145'}]",Not Available,Not Available,Phnom Penh
វត្តសាមគ្គីរង្សី,here:pds:place:116w649d-2330aa48cd3b531e3790a70077c8b477,km,here:cm:ontology:temple,"{'label': 'វត្តសាមគ្គីរង្សី, ផ្លូវ 38, 120603 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'មានជ័យ', 'subdistrict': 'ស្ទឹងមានជ័យ', 'street': 'ផ្លូវ 38', 'postalCode': '120603'}","{'lat': 11.54292, 'lng': 104.88499}","[{'lat': 11.54289, 'lng': 104.88498}]",3591,"[{'id': '300-3200-0031', 'name': 'Temple', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1232151526'}]",Not Available,Not Available,Phnom Penh
វត្ត ទួលសង្កែ,here:pds:place:116w649f-9568ca075e3ba3ed3947ba3b87fac07f,km,here:cm:ontology:temple,"{'label': 'វត្ត ទួលសង្កែ, ផ្លូវ 337, 120407 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'ទួលគោក', 'subdistrict': 'បឹងកក់ទី មួយ', 'street': 'ផ្លូវ 337', 'postalCode': '120407'}","{'lat': 11.58357, 'lng': 104.8929}","[{'lat': 11.5837, 'lng': 104.89286}]",3593,"[{'id': '300-3200-0031', 'name': 'Temple', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1232254399'}]",Not Available,Not Available,Phnom Penh
វត្តនន្ទមុនី,here:pds:place:116w649d-6b8cfa32ff5378fded7081dd9d17c121,km,here:cm:ontology:temple,"{'label': 'វត្តនន្ទមុនី, ផ្លូវ 38, 120603 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'មានជ័យ', 'subdistrict': 'ស្ទឹងមានជ័យ', 'street': 'ផ្លូវ 38', 'postalCode': '120603'}","{'lat': 11.54289, 'lng': 104.88513}","[{'lat': 11.54286, 'lng': 104.88513}]",3604,"[{'id': '300-3200-0031', 'name': 'Temple', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1232252770'}]",Not Available,Not Available,Phnom Penh
វត្តឥន្ទសុវណ្ណៈ អង្គស្តុក,here:pds:place:116w649f-de58d340ce82636e28d455d9d4c77fb1,km,here:cm:ontology:temple,"{'label': 'វត្តឥន្ទសុវណ្ណៈ អង្គស្តុក, វិថី ឧកញ៉ាម៉ុងឫទ្ធី, 120801 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'សែនសុខ', 'subdistrict': 'ភ្នំពេញថ្មី', 'street': 'វិថី ឧកញ៉ាម៉ុងឫទ្ធី', 'postalCode': '120801'}","{'lat': 11.59071, 'lng': 104.88776}","[{'lat': 11.59055, 'lng': 104.88776}]",3620,"[{'id': '300-3200-0031', 'name': 'Temple', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1232250686'}]",Not Available,Not Available,Phnom Penh
វត្តជុំ,here:pds:place:116w649f-89e0cc2dd44b5e4d70f09bcb0240272e,km,here:cm:ontology:temple,"{'label': 'វត្តជុំ, វិថី ឧកញ៉ាម៉ុងឫទ្ធី, 120801 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'សែនសុខ', 'subdistrict': 'ភ្នំពេញថ្មី', 'street': 'វិថី ឧកញ៉ាម៉ុងឫទ្ធី', 'postalCode': '120801'}","{'lat': 11.59048, 'lng': 104.8895}","[{'lat': 11.59064, 'lng': 104.88949}]",3740,"[{'id': '300-3200-0031', 'name': 'Temple', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1232250637'}]",Not Available,Not Available,Phnom Penh
Wat Steung M,here:pds:place:116w649d-815a552bb9984721acaf97d9e260d79f,en,here:cm:ontology:temple,"{'label': 'Wat Steung M, 120603 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'មានជ័យ', 'subdistrict': 'ស្ទឹងមានជ័យ', 'postalCode': '120603'}","{'lat': 11.54728, 'lng': 104.89489}","[{'lat': 11.54741, 'lng': 104.89492}]",4064,"[{'id': '300-3200-0031', 'name': 'Temple', 'primary': True}]",,Not Available,Not Available,Not Available,Phnom Penh
វត្តទួលសុភាឃួន,here:pds:place:116w6499-aaddb0bda909cc354b097c1fa980e95b,km,here:cm:ontology:temple,"{'label': 'វត្តទួលសុភាឃួន, មហាវិថី សហព័ន្ធរុស្ស៊ី, 120909 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'ពោធិ៍សែនជ័យ', 'subdistrict': 'ចោមចៅ', 'street': 'មហាវិថី សហព័ន្ធរុស្ស៊ី', 'postalCode': '120909'}","{'lat': 11.54357, 'lng': 104.83588}","[{'lat': 11.54352, 'lng': 104.83601}]",4091,"[{'id': '300-3200-0031', 'name': 'Temple', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1232264153'}]",Not Available,Not Available,Phnom Penh
វត្ត ចង្ក្រានតាព្រហ្មស្ទឹងមានជ័យ,here:pds:place:116w649d-d8f7ba6388d88b50c7ddbd3305a0960a,km,here:cm:ontology:temple,"{'label': 'វត្ត ចង្ក្រានតាព្រហ្មស្ទឹងមានជ័យ, 120603 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'មានជ័យ', 'subdistrict': 'ស្ទឹងមានជ័យ', 'postalCode': '120603'}","{'lat': 11.54627, 'lng': 104.89646}","[{'lat': 11.54633, 'lng': 104.89633}]",4269,"[{'id': '300-3200-0031', 'name': 'Temple', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1232149302'}]",Not Available,Not Available,Phnom Penh
វត្ត ពោធិ៍ចិនតុង,here:pds:place:116w6499-567bc8a9666dfb650409d8015bd317b6,km,here:cm:ontology:temple,"{'label': 'វត្ត ពោធិ៍ចិនតុង, 120909 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'ពោធិ៍សែនជ័យ', 'subdistrict': 'ចោមចៅ', 'postalCode': '120909'}","{'lat': 11.54904, 'lng': 104.82892}","[{'lat': 11.54917, 'lng': 104.8289}]",4365,"[{'id': '300-3200-0031', 'name': 'Temple', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1232262557'}]",Not Available,Not Available,Phnom Penh
ប្រាសាទ តាក្រហម ក,here:pds:place:116w649g-5c2d4ca44e028e7832016a3c7838f382,km,here:cm:ontology:temple,"{'label': 'ប្រាសាទ តាក្រហម ក, ផ្លូវ 223, 120409 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'ទួលគោក', 'subdistrict': 'ផ្សារដើមគរ', 'street': 'ផ្លូវ 223', 'postalCode': '120409'}","{'lat': 11.55973, 'lng': 104.90551}","[{'lat': 11.55971, 'lng': 104.90534}]",4604,"[{'id': '300-3200-0031', 'name': 'Temple', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1232150968'}]",Not Available,Not Available,Phnom Penh
វត្តញាណរង្សី,here:pds:place:116w649g-0916e1e85af2cdb8d6fdb2fb56abfa6b,km,here:cm:ontology:temple,"{'label': 'វត្តញាណរង្សី, 120706 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'ឫស្សីកែវ', 'subdistrict': 'ទួលសង្កែ', 'postalCode': '120706'}","{'lat': 11.59004, 'lng': 104.90015}","[{'lat': 11.59004, 'lng': 104.90015}]",4639,"[{'id': '300-3200-0031', 'name': 'Temple', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1232148418'}]",Not Available,Not Available,Phnom Penh
វត្ត បទុមវារី,here:pds:place:116w64d4-69505cd0cfeb133c5e59251b36d8c155,km,here:cm:ontology:temple,"{'label': 'វត្ត បទុមវារី, 120803 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'សែនសុខ', 'subdistrict': 'ខ្មួញ', 'postalCode': '120803'}","{'lat': 11.61064, 'lng': 104.86793}","[{'lat': 11.61077, 'lng': 104.8679}]",4773,"[{'id': '300-3200-0031', 'name': 'Temple', 'primary': True}]",,Not Available,Not Available,Not Available,Phnom Penh
វត្តគោត្តមរង្សីហៅគោកបញ្ជាន់,here:pds:place:116w6499-8fe1f9fb916d5a89251930be1cd8d9cc,km,here:cm:ontology:temple,"{'label': 'វត្តគោត្តមរង្សីហៅគោកបញ្ជាន់, មហាវិថី វេងស្រេង, 120909 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'ពោធិ៍សែនជ័យ', 'subdistrict': 'ចោមចៅ', 'street': 'មហាវិថី វេងស្រេង', 'postalCode': '120909'}","{'lat': 11.52937, 'lng': 104.84446}","[{'lat': 11.52924, 'lng': 104.84448}]",4785,"[{'id': '300-3200-0031', 'name': 'Temple', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1232152429'}]",Not Available,Not Available,Phnom Penh
វត្តថាន់,here:pds:place:116w649g-ed419a622c0c7c16bb053081cbe4f7e6,km,here:cm:ontology:temple,"{'label': 'វត្តថាន់, ផ្លូវ ឧកញ៉ា ទេពផន, 120307 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'ប្រាំពីរ មករា', 'subdistrict': 'វាលវង់', 'street': 'ផ្លូវ ឧកញ៉ា ទេពផន', 'postalCode': '120307'}","{'lat': 11.56325, 'lng': 104.90814}","[{'lat': 11.56307, 'lng': 104.9081}]",4828,"[{'id': '300-3200-0031', 'name': 'Temple', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1232262354'}]",Not Available,Not Available,Phnom Penh
វត្តសូរិយាពោធិមាស,here:pds:place:116w649g-3cd7875581b761cf4e1d1fc85cda24c8,km,here:cm:ontology:temple,"{'label': 'វត្តសូរិយាពោធិមាស, 120210 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'ដូនពេញ', 'subdistrict': 'ស្រះចក', 'postalCode': '120210'}","{'lat': 11.57751, 'lng': 104.91012}","[{'lat': 11.57751, 'lng': 104.91012}]",5129,"[{'id': '300-3200-0031', 'name': 'Temple', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1232254695'}]",Not Available,Not Available,Phnom Penh
វត្ត ព្រះពុទ្ធមានបុណ្យ,here:pds:place:116w649g-3edbaf57478e8d67e2ab78ee651542d9,km,here:cm:ontology:temple,"{'label': 'វត្ត ព្រះពុទ្ធមានបុណ្យ, 120307 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'ប្រាំពីរ មករា', 'subdistrict': 'វាលវង់', 'postalCode': '120307'}","{'lat': 11.56228, 'lng': 104.91155}","[{'lat': 11.56232, 'lng': 104.91142}]",5210,"[{'id': '300-3200-0031', 'name': 'Temple', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1232152460'}]",Not Available,Not Available,Phnom Penh
វត្តមហាមន្ដ្រី,here:pds:place:116jx7ps-bdf0f3381d270001f5754279bbd03657,km,here:cm:ontology:temple,"{'label': 'វត្តមហាមន្ដ្រី, ផ្លូវ 163, 120105 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'ចម្ការមោន', 'subdistrict': 'អូឡាំពិក', 'street': 'ផ្លូវ 163', 'postalCode': '120105'}","{'lat': 11.5546, 'lng': 104.91397}","[{'lat': 11.55453, 'lng': 104.91392}]",5633,"[{'id': '300-3200-0031', 'name': 'Temple', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1216358704'}]",Not Available,Not Available,Phnom Penh
វត្ត សំពៅមាស,here:pds:place:116w649g-4f29e519738b006ed9927cc7b2a97b6a,km,here:cm:ontology:temple,"{'label': 'វត្ត សំពៅមាស, 120308 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'ប្រាំពីរ មករា', 'subdistrict': 'បឹងព្រលឹត', 'postalCode': '120308'}","{'lat': 11.5599, 'lng': 104.91527}","[{'lat': 11.5599, 'lng': 104.91513}]",5648,"[{'id': '300-3200-0031', 'name': 'Temple', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1232264115'}]",Not Available,Not Available,Phnom Penh
និរោធរង្សី,here:pds:place:116w649g-cbcbfa6443dde66ce74ce1a3f37ca179,km,here:cm:ontology:temple,"{'label': 'និរោធរង្សី, ផ្លូវ 128, 120306 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'ប្រាំពីរ មករា', 'subdistrict': 'មិត្តភាព', 'street': 'ផ្លូវ 128', 'postalCode': '120306'}","{'lat': 11.56897, 'lng': 104.91612}","[{'lat': 11.56888, 'lng': 104.91613}]",5671,"[{'id': '300-3200-0031', 'name': 'Temple', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1232262514'}]",Not Available,Not Available,Phnom Penh
វត្តស្វាយដង្គំ,here:pds:place:116jx7ps-eac149f641850d2126834390e121697d,km,here:cm:ontology:temple,"{'label': 'វត្តស្វាយដង្គំ, ផ្លូវ 118, 120305 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'ប្រាំពីរ មករា', 'subdistrict': 'មនោរម្យ', 'street': 'ផ្លូវ 118', 'postalCode': '120305'}","{'lat': 11.57062, 'lng': 104.917}","[{'lat': 11.57047, 'lng': 104.91694}]",5774,"[{'id': '300-3200-0031', 'name': 'Temple', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1216358980'}]",Not Available,Not Available,Phnom Penh
វត្ត វារិន្ទព្រែកលៀប,here:pds:place:116w649g-70c35ad3be5997b6fc88e06037a05123,km,here:cm:ontology:temple,"{'label': 'វត្ត វារិន្ទព្រែកលៀប, 120210 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'ដូនពេញ', 'subdistrict': 'ស្រះចក', 'postalCode': '120210'}","{'lat': 11.57804, 'lng': 104.9172}","[{'lat': 11.57817, 'lng': 104.91718}]",5897,"[{'id': '300-3200-0031', 'name': 'Temple', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1232252484'}]",Not Available,Not Available,Phnom Penh
វត្តសំបួរមាស,here:pds:place:116w649d-240ffec5d6182049812020143347006f,km,here:cm:ontology:temple,"{'label': 'វត្តសំបួរមាស, 120501 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'ដង្កោរ', 'subdistrict': 'ដង្កោរ', 'postalCode': '120501'}","{'lat': 11.52028, 'lng': 104.88895}","[{'lat': 11.52041, 'lng': 104.88892}]",5947,"[{'id': '300-3200-0031', 'name': 'Temple', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1232150661'}]",Not Available,Not Available,Phnom Penh
វត្តមជ្ឈិមវ័ន,here:pds:place:116w649g-7c8d824327020a6999893433f10e02b4,km,here:cm:ontology:temple,"{'label': 'វត្តមជ្ឈិមវ័ន, មហាវិថី ហ្សាដឺហ្គោល, 120202 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'ដូនពេញ', 'subdistrict': 'ផ្សារថ្មីទី ពីរ', 'street': 'មហាវិថី ហ្សាដឺហ្គោល', 'postalCode': '120202'}","{'lat': 11.56799, 'lng': 104.91909}","[{'lat': 11.56788, 'lng': 104.91909}]",5994,"[{'id': '300-3200-0031', 'name': 'Temple', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1232253817'}]",Not Available,Not Available,Phnom Penh
វត្តកោះ,here:pds:place:116jx7ps-831963e1390603e5983d81c661be111a,km,here:cm:ontology:temple,"{'label': 'វត្តកោះ, 174, 120204 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'ដូនពេញ', 'subdistrict': 'បឹងរាំង', 'street': '174', 'postalCode': '120204'}","{'lat': 11.565, 'lng': 104.91995}","[{'lat': 11.56442, 'lng': 104.92008}]",6096,"[{'id': '300-3200-0031', 'name': 'Temple', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1216358584'}]",Not Available,Not Available,Phnom Penh
វត្តអង្គពោធិញាណ,here:pds:place:116w649d-846fa4d0b47617ad5990ce4dc7fc384d,km,here:cm:ontology:temple,"{'label': 'វត្តអង្គពោធិញាណ, ផ្លូវ 39 អ៊ឹមស៊ី, 120603 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'មានជ័យ', 'subdistrict': 'ស្ទឹងមានជ័យ', 'street': 'ផ្លូវ 39 អ៊ឹមស៊ី', 'postalCode': '120603'}","{'lat': 11.5235, 'lng': 104.89732}","[{'lat': 11.52355, 'lng': 104.89719}]",6122,"[{'id': '300-3200-0031', 'name': 'Temple', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1232150206'}]",Not Available,Not Available,Phnom Penh
វត្តស្រះចក,here:pds:place:116jx7ps-fe1c8f7887b30d076ca5590a1da29881,km,here:cm:ontology:temple,"{'label': 'វត្តស្រះចក, ផ្លូវ 86, 120210 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'ដូនពេញ', 'subdistrict': 'ស្រះចក', 'street': 'ផ្លូវ 86', 'postalCode': '120210'}","{'lat': 11.57989, 'lng': 104.91901}","[{'lat': 11.57989, 'lng': 104.91901}]",6132,"[{'id': '300-3200-0031', 'name': 'Temple', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1216358970'}]",Not Available,Not Available,Phnom Penh
វត្ត ទួលទំពូង,here:pds:place:116w649e-5f77f3a8be0ba95abc39a6c6572d3b9a,km,here:cm:ontology:temple,"{'label': 'វត្ត ទួលទំពូង, 120104 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'ចម្ការមោន', 'subdistrict': 'បឹងកេងកងទី បី', 'postalCode': '120104'}","{'lat': 11.54382, 'lng': 104.91555}","[{'lat': 11.54383, 'lng': 104.91569}]",6214,"[{'id': '300-3200-0031', 'name': 'Temple', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1232264358'}]",Not Available,Not Available,Phnom Penh
វត្តមណីរតនារាម ទួលទំពូង,here:pds:place:116w649e-0b372640b9dc270c5f57c7a247addef4,km,here:cm:ontology:temple,"{'label': 'វត្តមណីរតនារាម ទួលទំពូង, ផ្លូវ 155, 120109 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'ចម្ការមោន', 'subdistrict': 'ទួលទំពូងទី មួយ', 'street': 'ផ្លូវ 155', 'postalCode': '120109'}","{'lat': 11.54289, 'lng': 104.91519}","[{'lat': 11.54289, 'lng': 104.91526}]",6224,"[{'id': '300-3200-0031', 'name': 'Temple', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1232249675'}]",Not Available,Not Available,Phnom Penh
វត្តឧណ្ណាលោម,here:pds:place:116w649g-b109035c90f1c7478e31330b680b8957,km,here:cm:ontology:temple,"{'label': 'វត្តឧណ្ណាលោម, ផ្លូវ កែវ ជា, 120204 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'ដូនពេញ', 'subdistrict': 'បឹងរាំង', 'street': 'ផ្លូវ កែវ ជា', 'postalCode': '120204'}","{'lat': 11.56176, 'lng': 104.92115}","[{'lat': 11.56214, 'lng': 104.92108}]",6255,"[{'id': '300-3200-0031', 'name': 'Temple', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1232254061'}]",Not Available,Not Available,Phnom Penh
វត្តប្រាសាទ,here:pds:place:116w649g-ae0bea0f0f511b5cfe9f4cb43d4093cb,km,here:cm:ontology:temple,"{'label': 'វត្តប្រាសាទ, ផ្លូវ មាត់ជ្រូក, 120210 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'ដូនពេញ', 'subdistrict': 'ស្រះចក', 'street': 'ផ្លូវ មាត់ជ្រូក', 'postalCode': '120210'}","{'lat': 11.58019, 'lng': 104.92018}","[{'lat': 11.58006, 'lng': 104.9202}]",6264,"[{'id': '300-3200-0031', 'name': 'Temple', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1232252350'}]",Not Available,Not Available,Phnom Penh
វត្ត ទួលសំរោង,here:pds:place:116w649d-69feea0849a6b696ca21d04c69204b42,km,here:cm:ontology:temple,"{'label': 'វត្ត ទួលសំរោង, 120501 ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ', 'district': 'ដង្កោរ', 'subdistrict': 'ដង្កោរ', 'postalCode': '120501'}","{'lat': 11.51628, 'lng': 104.8897}","[{'lat': 11.51625, 'lng': 104.88957}]",6381,"[{'id': '300-3200-0031', 'name': 'Temple', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1232262065'}]",Not Available,Not Available,Phnom Penh
