id,province_id,image_src,title,scraping_description,province_name,province
232,62,https://tourismcambodia.org/storage/uploads/contents/thumb/350-thumb245x150-shutterstock-1096166921.png,Chrak La Eang waterfall,"Chrak La Eang waterfall is a sight of natural beauty, with views of the waterfall and forests. Visitors can sw...",ពោធិ៍សាត់,Pursat
233,62,https://tourismcambodia.org/storage/uploads/contents/thumb/349-thumb245x150-kXHMuUZ.jpg,Koh Sampov Meas,"Koh Sampov Meas Island Park lies in the middle of the Pursat River, just in front of the Pursat hospital, 1km",ពោធិ៍សាត់,Pursat
234,63,https://tourismcambodia.org/storage/uploads/contents/thumb/355-thumb245x150-oddor-meanchey-travel-guide.jpg,Waterfall of Cham Pey (Waterfall of La Ang Tathong),"The La Ang Tathong Waterfall, is located about 35km from the provincial town along the road No 68. A",ឧត្តរមានជ័យ,Oddar Meanchey
235,63,https://tourismcambodia.org/storage/uploads/contents/thumb/354-thumb245x150-shutterstock-1156722217.png,The Cultural Site of Khmer Rouge (Tamu House),The Cultural Site of the Khmer Rouge displays statues depicting the lifestyle and troop arrangement of Khmer,ឧត្តរមានជ័យ,Oddar Meanchey
236,64,https://tourismcambodia.org/storage/uploads/contents/thumb/360-thumb245x150-6056204256_d07a74e16d_b.jpg,The Otavao waterfall eco-tourism,"Otavao resort is along the Phnom Khiev. There is 9 kilometers distance from the Pailin city, and there are",បៃលិន,Pailin
237,64,https://tourismcambodia.org/storage/uploads/contents/thumb/359-thumb245x150-pailin-travel-guide.jpg,Phnom Keuy Resort,"Phnom Keuy Resort, sometimes referred to as the Blue Mountain Waterfalls, is a natural attraction in Pailin Pr...",បៃលិន,Pailin
238,64,https://tourismcambodia.org/storage/uploads/contents/thumb/358-thumb245x150-attraction-Goh-Ay Mountain 1.jpg,Goh-Ay Mountain,Goh-Ay Mountain in Pailin City is really a wonderful and nice place to visit. The location of the Goh-Ay,បៃលិន,Pailin
239,64,https://tourismcambodia.org/storage/uploads/contents/thumb/357-thumb245x150-shutterstock-1237155439.png,Phnom Yat,"In 1922, the Shan migrants built the Wat Phnom Yat on top of Phnom Yat. This is a place of worship at the",បៃលិន,Pailin
240,65,https://tourismcambodia.org/storage/uploads/contents/thumb/366-thumb245x150-new-Baray An Det Resort.jpg,Viel Brang,"Viel Brang (Veal Brang) In the City, Prey Veng is one of the natural Prey Veng Tourist Attractions. The countr...",ព្រៃវែង,Prey Veng
241,65,https://tourismcambodia.org/storage/uploads/contents/thumb/365-thumb245x150-new-Nokor Phnom.jpg,Nokor Phnom,"Nokor Phnom is located in Roung Dam Rei Village, Cheung Phnom Commune, Bar Phnom District, about 45",ព្រៃវែង,Prey Veng
242,65,https://tourismcambodia.org/storage/uploads/contents/thumb/364-thumb245x150-cambodia-travel-to-Vihear-Chan-Temple.jpg,Vihear Chan Temple,"Vihear Chan Temple is located in Rong Dam Rey Village Cheung Phnom Commune, Bar Phnom District,",ព្រៃវែង,Prey Veng
243,65,https://tourismcambodia.org/storage/uploads/contents/thumb/363-thumb245x150-cambodia-travel-to-Ba-Phnom.jpg,Ba Phnom Resort,"Former old Capital named Nor Kor Phnom. Nowadays, it remains some evident like an ancient temple called Pra",ព្រៃវែង,Prey Veng
244,65,https://tourismcambodia.org/storage/uploads/contents/thumb/362-thumb245x150-23bprey-veng-province-10-07-2014--10-26-49.jpg,Baray Andet Resort,"Located at Baray village, Baray commune, Prey Veng District in three-Kilometer distance west of theprovincial",ព្រៃវែង,Prey Veng
245,66,,Bavet International Border,Located 48 kilometers from Svay Rieng provincial town is the international border with Vietnam. The Bavet checkpoint is the main international border crossing for people...,ស្វាយរៀង,Svay Rieng
246,66,,Prey Basak,Located in Svay Rieng District at the Southeast of the provincial town in the distance of 8.5 kilometers from the provincial town. The area of Prey Basak has 84 square me...,ស្វាយរៀង,Svay Rieng
